text,sentiment,contains_unusual,tokens
this product is clearly not ready for prime time i dont care how cool it looks if you cant tell a call is coming in its worthless,0,False,"['product', 'clearly', 'ready', 'prime', 'time', 'dont', 'care', 'cool', 'looks', 'cant', 'tell', 'call', 'coming', 'worthless']"
i love the ringtones because they are so upbeat,1,False,"['love', 'ringtones', 'upbeat']"
chinese forgeries abound,0,False,"['chinese', 'forgeries', 'abound']"
easy to pair with my samsung cell,1,False,"['easy', 'pair', 'samsung', 'cell']"
the instructions didnt explain that a microphone jack could be used,0,False,"['instructions', 'didnt', 'explain', 'microphone', 'jack', 'could', 'used']"
i would advise to not purchase this item it never worked very well,0,False,"['would', 'advise', 'purchase', 'item', 'never', 'worked', 'well']"
too bad you have to pay up to  a month for the service,0,False,"['bad', 'pay', 'month', 'service']"
works well,1,False,"['works', 'well']"
the nokia ca42 usb cable did not work with my phone,0,False,"['nokia', 'ca42', 'usb', 'cable', 'work', 'phone']"
clear crisp sound,1,False,"['clear', 'crisp', 'sound']"
i have to use the smallest earpieces provided but it stays on pretty well,1,False,"['use', 'smallest', 'earpieces', 'provided', 'stays', 'pretty', 'well']"
the biggest complaint i have is the battery drains superfast,0,False,"['biggest', 'complaint', 'battery', 'drains', 'superfast']"
the design might be ergonomic in theory but i could not stand having these in my ear,0,False,"['design', 'might', 'ergonomic', 'theory', 'could', 'stand', 'ear']"
do not buy if you want to use the holster,0,False,"['buy', 'want', 'use', 'holster']"
the phone can also take great pictures and even video clips,1,False,"['phone', 'also', 'take', 'great', 'pictures', 'even', 'video', 'clips']"
it doesnt make you look cool,0,False,"['doesnt', 'make', 'look', 'cool']"
because both ears are occupied background is not distracting at all,1,False,"['ears', 'occupied', 'background', 'distracting']"
comfortable fit  you need your headset to be comfortable for at least an hour at a time if not for an entire day,1,False,"['comfortable', 'fit', 'need', 'headset', 'comfortable', 'least', 'hour', 'time', 'entire', 'day']"
also the phone doesnt seem to accept anything except cbr mp3s preferably ripped by windows media player,0,False,"['also', 'phone', 'doesnt', 'seem', 'accept', 'anything', 'except', 'cbr', 'mp3s', 'preferably', 'ripped', 'windows', 'media', 'player']"
you cant beat the price on these,1,False,"['cant', 'beat', 'price']"
 comes with a strong light that you can use to light up your camera shots and even flash sos signals seriously,1,False,"['comes', 'strong', 'light', 'use', 'light', 'camera', 'shots', 'even', 'flash', 'sos', 'signals', 'seriously']"
lightweight and works well,1,False,"['lightweight', 'works', 'well']"
so just beware,0,False,['beware']
i love this cable  it allows me to connect any miniusb device to my pc,1,False,"['love', 'cable', 'allows', 'connect', 'miniusb', 'device', 'pc']"
so anyone near you will hear part of your conversation,0,False,"['anyone', 'near', 'hear', 'part', 'conversation']"
this is cool because most cases are just open there allowing the screen to get all scratched up,1,False,"['cool', 'cases', 'open', 'allowing', 'screen', 'get', 'scratched']"
i bought this phone as a replacement for my startac and have regretted it since,0,False,"['bought', 'phone', 'replacement', 'startac', 'regretted', 'since']"
appears to actually outperform the original battery from china that came with my v325i,1,False,"['appears', 'actually', 'outperform', 'original', 'battery', 'china', 'came', 'v325i']"
cant store anything but phone numbers to sim,0,False,"['cant', 'store', 'anything', 'phone', 'numbers', 'sim']"
it lasts less than 3o minutes if i actually try to use the phonemy wife has the same phone with the same problem,0,False,"['lasts', 'less', '3o', 'minutes', 'actually', 'try', 'use', 'phonemy', 'wife', 'phone', 'problem']"
poor quality,0,False,"['poor', 'quality']"
jabra ear gels r the best,1,False,"['jabra', 'ear', 'gels', 'r', 'best']"
not worth it,0,False,['worth']
the phone crashed completely and now i have to get it replaced,0,False,"['phone', 'crashed', 'completely', 'get', 'replaced']"
it quit working after id used it for about 18 months so i just purchased another one because this is the best headset ive ever owned,1,False,"['quit', 'working', 'id', 'used', '18', 'months', 'purchased', 'another', 'one', 'best', 'headset', 'ive', 'ever', 'owned']"
unfortunately it will not recharge my iphone 4s despite connecting it from multiple power sources imac external battery wall outlet etc,0,False,"['unfortunately', 'recharge', 'iphone', '4s', 'despite', 'connecting', 'multiple', 'power', 'sources', 'imac', 'external', 'battery', 'wall', 'outlet', 'etc']"
it was a great phone,1,False,"['great', 'phone']"
if you simply want a small flip phone  look elsewhere as the extra bells  whistles are mediocre,0,False,"['simply', 'want', 'small', 'flip', 'phone', 'look', 'elsewhere', 'extra', 'bells', 'whistles', 'mediocre']"
good value works fine  power via usb car or wall outlet,1,False,"['good', 'value', 'works', 'fine', 'power', 'via', 'usb', 'car', 'wall', 'outlet']"
my phone doesnt slide around my car now and the grip prevents my phone from slipping out of my hand,1,False,"['phone', 'doesnt', 'slide', 'around', 'car', 'grip', 'prevents', 'phone', 'slipping', 'hand']"
this is simply the best bluetooth headset for sound quality,1,False,"['simply', 'best', 'bluetooth', 'headset', 'sound', 'quality']"
think it over when you plan to own this onethis sure is the last moto phone for me,0,False,"['think', 'plan', 'onethis', 'sure', 'last', 'moto', 'phone']"
in the span of an hour i had two people exclaim whoa  is that the new phone on tv,1,False,"['span', 'hour', 'two', 'people', 'exclaim', 'whoa', 'new', 'phone', 'tv']"
i have always used corded headsets and the freedom from the wireless is very helpful,1,False,"['always', 'used', 'corded', 'headsets', 'freedom', 'wireless', 'helpful']"
this case has passed the one year mark and while it shows signs of wear it is 100 functional,1,False,"['case', 'passed', 'one', 'year', 'mark', 'shows', 'signs', 'wear', '100', 'functional']"
other than that the leather is nice and soft the fit is very tight the cut out for the face is a good shape,1,False,"['leather', 'nice', 'soft', 'fit', 'tight', 'cut', 'face', 'good', 'shape']"
it has everything i need and i couldnt ask for more,1,False,"['everything', 'need', 'couldnt', 'ask']"
after receiving and using the product for just 2 days it broke,0,False,"['receiving', 'using', 'product', '2', 'days', 'broke']"
this product is great it makes working a lot easier i can go to the copier while waiting on hold for something,1,False,"['product', 'great', 'makes', 'working', 'lot', 'easier', 'go', 'copier', 'waiting', 'hold', 'something']"
none of the three sizes they sent with the headset would stay in my ears,0,False,"['none', 'three', 'sizes', 'sent', 'headset', 'would', 'stay', 'ears']"
tmobile has the best customer service anywhere,1,False,"['tmobile', 'best', 'customer', 'service', 'anywhere']"
arrived quickly and much less expensive than others being sold,1,False,"['arrived', 'quickly', 'much', 'less', 'expensive', 'others', 'sold']"
we have tried 2 units and they both failed within 2 months pros,0,False,"['tried', '2', 'units', 'failed', 'within', '2', 'months', 'pros']"
provides good protection and looks classy too,1,False,"['provides', 'good', 'protection', 'looks', 'classy']"
krussel always good,1,False,"['krussel', 'always', 'good']"
the tracfonewebsite is user friendly and makes it easy toactivate etc,1,False,"['tracfonewebsite', 'user', 'friendly', 'makes', 'easy', 'toactivate', 'etc']"
the design is very good4,1,False,"['design', 'good4']"
i great reception all the time,1,False,"['great', 'reception', 'time']"
i would highly recommend this product,1,False,"['would', 'highly', 'recommend', 'product']"
couldnt use the unit with sunglasses not good in texas,0,False,"['couldnt', 'use', 'unit', 'sunglasses', 'good', 'texas']"
it dit not work most of the time with my nokia 5320,0,False,"['dit', 'work', 'time', 'nokia', '5320']"
bought mainly for the charger which broke soon after purchasing,0,False,"['bought', 'mainly', 'charger', 'broke', 'soon', 'purchasing']"
if you like a loud buzzing to override all your conversations then this phone is for you,0,False,"['like', 'loud', 'buzzing', 'override', 'conversations', 'phone']"
fantastic buy and will get again for whatever my next phone is,1,False,"['fantastic', 'buy', 'get', 'whatever', 'next', 'phone']"
stay away from this store be careful,0,False,"['stay', 'away', 'store', 'careful']"
this blueant supertooth handsfree phone speaker is awesome,1,False,"['blueant', 'supertooth', 'handsfree', 'phone', 'speaker', 'awesome']"
does not fit,0,False,['fit']
 item arrived quickly and works great with my metro pcs samsung schr450 slider phone and sony premium sound in ear plugs,1,False,"['item', 'arrived', 'quickly', 'works', 'great', 'metro', 'pcs', 'samsung', 'schr450', 'slider', 'phone', 'sony', 'premium', 'sound', 'ear', 'plugs']"
it is light has plenty of battery capacity and is very confortable to wear for somewhat extended periods of time,1,False,"['light', 'plenty', 'battery', 'capacity', 'confortable', 'wear', 'somewhat', 'extended', 'periods', 'time']"
disappointing,0,False,['disappointing']
blue ant is easy to use,1,False,"['blue', 'ant', 'easy', 'use']"
cheap but hey it works was pleasantly suprised given the low cost of this item,1,False,"['cheap', 'hey', 'works', 'pleasantly', 'suprised', 'given', 'low', 'cost', 'item']"
the camera on the phone may be used as a dustpan when indoors id rather be using a disposable then this,0,False,"['camera', 'phone', 'may', 'used', 'dustpan', 'indoors', 'id', 'rather', 'using', 'disposable']"
then a few days later the a puff of smoke came out of the phone while in use,0,False,"['days', 'later', 'puff', 'smoke', 'came', 'phone', 'use']"
its very convenient and simple to use  gets job done  makes the car ride so much smoother,1,False,"['convenient', 'simple', 'use', 'gets', 'job', 'done', 'makes', 'car', 'ride', 'much', 'smoother']"
the nano stated itmy son was dissapointed,0,False,"['nano', 'stated', 'itmy', 'son', 'dissapointed']"
the sound quality is excellent as well,1,False,"['sound', 'quality', 'excellent', 'well']"
its the best headset i have used,1,False,"['best', 'headset', 'used']"
would not reccommend,0,False,"['would', 'reccommend']"
they have been around for years and carries the highest quality of antiglare screen protector that i have found to date,1,False,"['around', 'years', 'carries', 'highest', 'quality', 'antiglare', 'screen', 'protector', 'found', 'date']"
just what i wanted,1,False,['wanted']
this particular model would not work with my motorola q smartphone,0,False,"['particular', 'model', 'would', 'work', 'motorola', 'q', 'smartphone']"
wont work right or atleast for me,0,False,"['wont', 'work', 'right', 'atleast']"
in addition it feels amp looks as if the phone is all lightweight cheap plastic,0,False,"['addition', 'feels', 'amp', 'looks', 'phone', 'lightweight', 'cheap', 'plastic']"
but now that it is out of warranty the same problems reoccurebottom line put your money somewhere else cingular will not support it,0,False,"['warranty', 'problems', 'reoccurebottom', 'line', 'put', 'money', 'somewhere', 'else', 'cingular', 'support']"
